000102	24
000103	25
000203	26
010203	27
242526  41
000405	08
000326	09
000006	10
000008	11
010608	12
030708	13
000107	14
020810	15
030406	16
040511	17
020613	18
031416	19
030516	20
011417	21
050914	22
000718	23
121315	28
091219	29
020515	30
010718	31
091426	32
051520	33
091221	34
002541	35
071421	36
152834	37
012833	38
000423	39
011535	40
242541	42
052438	43
011841	44
081833	45
143743	46
